,house,department,census_tract,country,hh_size,migrant_num,wealth_index,remit,lat,long,lat_SPEI,long_SPEI,pop_cent_lat,pop_cent_long,intensity,magnitude,duration,frequency,severity,dispersion,area,NDVI_mean,SVI_severity
874,1251,mbacke,darou khoudouss,senegal,3,0,-1.02628095170213,1.0,14.8653417,-15.87905597,14.85,-15.9,14.85551526,-15.88108409,-1.390240490436554,-1.390240490436554,1.0,0.2,-1.390240490436554,-0.19999999999999973,51273248.72292103,0.17634686986259673,1.3605905971575065
875,84,pikine,cite la rochette,senegal,6,2,0.758327392946039,0.0,14.75619,-17.36858,14.75,-17.35,14.76581033,-17.34454455,-1.4196049571037292,-1.5174153447151184,1.5,0.2,-2.1748417615890503,-0.19999999999999973,181968.8024083389,0.11261874813624648,-0.5758441144947879
876,1209,mbacke,touba madiyana,senegal,12,1,1.22718839612382,1.0,14.9198,-15.8823,14.9,-15.9,14.85551526,-15.88108409,-1.4088165760040283,-1.4088165760040283,1.0,0.2,-1.4088165760040283,-0.19999999999999973,51273248.72292103,0.1754274098945474,1.1159896921192425
877,1018,louga,keur serigne louga,senegal,20,3,0.342639813291631,0.0,15.60644218,-16.23380986,15.6,-16.25,15.6680352,-16.23192106,-1.471130132675171,-1.492250233888626,1.5,0.4,-2.2233054637908936,-0.4,26165160.606896564,0.17029640566717166,1.021489689253764
878,664,mbour,tefess,senegal,7,1,0.583575042752568,0.0,14.4094197,-16.97209534,14.4,-16.95,14.47252629,-16.98407509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15968229639651813,0.0
879,551,pikine,samba niang,senegal,5,1,1.27895915324775,0.0,14.80972717,-15.90288816,14.8,-15.9,14.81724179,-15.88108409,-1.3709971904754639,-1.3709971904754639,1.0,0.2,-1.3709971904754639,-0.19999999999999973,51273248.72292103,0.18265194123499526,1.4760591207788578
880,1274,mbacke,keur niang khayra,senegal,8,1,1.33072991037169,1.0,14.823157881171742,-15.90761198,14.8,-15.9,14.81724179,-15.88108409,-1.3709971904754639,-1.3709971904754639,1.0,0.2,-1.3709971904754639,-0.19999999999999973,51273248.72292103,0.18265194123499526,1.4760591207788578
881,1052,louga,santhiaba centre,senegal,6,0,1.89418253511999,,15.6277561,-16.22782692,15.65,-16.25,15.6680352,-16.23192106,-1.5431695381800334,-1.5738041798273723,1.6666666666666667,0.3,-2.5588854551315308,-0.30000000000000004,30282955.40571375,0.16633043700660294,0.7111154181732052
882,1829,st-louis,sor nord,senegal,7,0,1.5339194110023,,16.03200409,-16.47188231,16.05,-16.45,16.0110665,-16.45109143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1125913448397688,0.0
883,1065,louga,santhiaba centre,senegal,7,1,2.02360942792982,1.0,15.6277561,-16.22782692,15.65,-16.25,15.6680352,-16.23192106,-1.5431695381800334,-1.5738041798273723,1.6666666666666667,0.3,-2.5588854551315308,-0.30000000000000004,30282955.40571375,0.16633043700660294,0.7111154181732052
884,1403,matam,boynadji roumde,senegal,7,1,1.37993009880435,1.0,15.66051954,-13.35041654,15.65,-13.35,15.6680352,-13.36263999,-1.366512656211853,-1.4358363151550293,1.75,0.4,-2.3698430359363556,-0.3999999999999999,77561722.88975699,0.14329296566920452,0.3603540429932961
885,759,diourbel,medinatoul,senegal,8,3,0.619748596985106,1.0,14.73727345,-16.24237956,14.75,-16.25,14.74391863,-16.24558632,-1.43814484278361,-1.4564633170763652,1.5,0.4,-2.155242065588633,0.10000000000000031,32088421.975644197,0.1837716228873471,0.9820974834469061
886,1916,podor,namaye,senegal,10,1,1.44205500735307,1.0,16.42777753,-14.09801568,16.45,-14.1,16.42033799,-14.01712506,-1.497347131371498,-1.5201416462659836,1.5,0.5,-2.2504524141550064,-0.09999999999999998,102753802.7739172,0.13597522943041296,-0.5094928944360394
887,1465,kanel,medina torobes,senegal,28,5,0.0846025583890413,1.0,,,,,14.72402296,-17.45998489,,,,,,,,,
888,962,louga,nianguene ndiague,senegal,6,1,1.4642424746919,1.0,15.42978906,-16.08296008,15.45,-16.1,15.38130032,-16.09656209,-1.3930296632978652,-1.4494691557354396,1.4444444444444444,0.5,-2.0119537247551813,0.7,26011497.753303662,0.17686519501986633,1.1607463203852633
889,846,diourbel,medinatoul nord,senegal,4,0,1.99772404936785,,14.65733141,-16.23486005,14.65,-16.25,14.66195934,-16.23192106,-1.4404619137446086,-1.4663568337758381,1.3333333333333333,0.3,-1.9705688158671062,-0.30000000000000004,24261947.253483657,0.18154962561663165,0.9397827410080014
890,1705,ziguinchor,diefaye,senegal,6,1,0.544545766074965,1.0,12.57853941,-16.25514132,12.6,-16.25,12.56804369,-16.24558632,-1.5538276433944702,-1.5828225910663605,1.75,0.3,-2.731204777956009,0.3666666666666667,23226862.34193109,0.15007094255822093,-1.252532766755687
891,26,dakar,ngaparou,senegal,4,0,1.22718839612382,1.0,14.46352,-17.05669,14.45,-17.05,14.47252629,-16.98407509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
892,1258,mbacke,darou khoudoss i,senegal,9,1,1.3474870669885,0.0,14.8653417,-15.87905597,14.85,-15.9,14.85551526,-15.88108409,-1.390240490436554,-1.390240490436554,1.0,0.2,-1.390240490436554,-0.19999999999999973,51273248.72292103,0.17634686986259673,1.3605905971575065
893,1392,matam,boynadji roumde,senegal,10,1,-1.04569498287943,1.0,15.66051954,-13.35041654,15.65,-13.35,15.6680352,-13.36263999,-1.366512656211853,-1.4358363151550293,1.75,0.4,-2.3698430359363556,-0.3999999999999999,77561722.88975699,0.14329296566920452,0.3603540429932961
894,742,diourbel,medinatoul est,senegal,3,1,2.14914279287453,0.0,,,,,14.72402296,-17.45998489,,,,,,,,,
895,4032,dakar,liberte 6,senegal,3,1,1.01448989897426,0.0,14.73104,-17.46105,14.75,-17.45,14.72402296,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09401770258871438,0.0
896,1278,mbacke,touba khayra,senegal,14,2,1.22718839612382,1.0,14.823157881171742,-15.90761198,14.8,-15.9,14.81724179,-15.88108409,-1.3709971904754639,-1.3709971904754639,1.0,0.2,-1.3709971904754639,-0.19999999999999973,51273248.72292103,0.18265194123499526,1.4760591207788578
897,3061,dakar,arafat,senegal,4,0,0.573511416572264,,14.71105977,-17.4688686,14.7,-17.45,14.72094534,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
898,1325,kanel,aoure,senegal,7,0,-0.736539287413969,,15.14596428,-12.94689277,15.15,-12.95,15.23872587,-13.36263999,-1.4115985234578452,-1.4222437342007956,1.1666666666666665,0.4,-1.6673047542572021,1.1000000000000005,39964485.85738085,0.17064349304190882,0.3381165478884209
899,929,kebemer,medina,senegal,5,0,2.18797086071748,,,,,,14.72402296,-17.45998489,,,,,,,,,
900,1418,matam,moderne,senegal,14,1,0.026792267234821,1.0,15.61359152,-13.32345921,15.6,-13.3,15.6680352,-13.36263999,-1.4188188016414642,-1.4215432703495026,1.25,0.4,-1.735464483499527,-0.3999999999999999,91726539.81112185,0.1472688548740653,0.07381355852213005
901,678,mbour,tefess,senegal,4,0,0.790658071248296,,14.4094197,-16.97209534,14.4,-16.95,14.47252629,-16.98407509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15968229639651813,0.0
902,1827,st-louis,pikine,senegal,6,1,1.35143821322126,0.0,16.11042196,-16.49496496,16.1,-16.5,16.0110665,-16.49789432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08599088928769089,0.0
903,676,mbour,tefess,senegal,14,0,1.28024270109503,,14.4094197,-16.97209534,14.4,-16.95,14.47252629,-16.98407509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15968229639651813,0.0
904,63,pikine,ousmane faye 05,senegal,6,1,1.40468813483445,0.0,14.8268,-17.27016,14.85,-17.25,14.81724179,-17.22764196,-1.7305117845535278,-1.7305117845535278,2.0,0.3,-3.4610235691070557,-0.30000000000000004,154869.64796579359,0.1501572092451867,1.451061307156968
905,1130,kaolack,sara ndiougary,senegal,6,1,2.01843235221743,1.0,,,,,14.72402296,-17.45998489,,,,,,,,,
906,1734,bakel,ndiaye counda,senegal,11,0,0.16625149067858,,14.1372415,-15.49080373,14.15,-15.5,14.13637726,-15.5307987,-1.5200930833816528,-1.6106274127960205,2.0,0.2,-3.0401861667633057,-0.19999999999999973,30258285.749561816,0.19275533250256532,1.8791337657119103
907,38,dakar,mermoz ambassade,senegal,7,2,2.56336661095129,1.0,14.68949,-17.47308,14.7,-17.45,14.66195934,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
908,1241,mbacke,darou khoudoss,senegal,3,0,-0.0988977729519743,,14.8653417,-15.87905597,14.85,-15.9,14.85551526,-15.88108409,-1.390240490436554,-1.390240490436554,1.0,0.2,-1.390240490436554,-0.19999999999999973,51273248.72292103,0.17634686986259673,1.3605905971575065
909,87,pikine,cite la rochette,senegal,2,1,-0.551025300718896,1.0,14.75619,-17.36858,14.75,-17.35,14.76581033,-17.34454455,-1.4196049571037292,-1.5174153447151184,1.5,0.2,-2.1748417615890503,-0.19999999999999973,181968.8024083389,0.11261874813624648,-0.5758441144947879
910,3024,pikine,cite la rochette,senegal,1,0,0.211726769791616,,14.75619,-17.36858,14.75,-17.35,14.76581033,-17.34454455,-1.4196049571037292,-1.5174153447151184,1.5,0.2,-2.1748417615890503,-0.19999999999999973,181968.8024083389,0.11261874813624648,-0.5758441144947879
911,1420,matam,moderne b,senegal,17,1,1.05503990760593,1.0,15.61359152,-13.32345921,15.6,-13.3,15.6680352,-13.36263999,-1.4188188016414642,-1.4215432703495026,1.25,0.4,-1.735464483499527,-0.3999999999999999,91726539.81112185,0.1472688548740653,0.07381355852213005
912,753,diourbel,medinatoul,senegal,5,1,0.775060868356901,1.0,14.73727345,-16.24237956,14.75,-16.25,14.74391863,-16.24558632,-1.43814484278361,-1.4564633170763652,1.5,0.4,-2.155242065588633,0.10000000000000031,32088421.975644197,0.1837716228873471,0.9820974834469061
913,459,guediawaye,hlm las palmas,senegal,7,0,2.11031472503159,,14.77009217,-17.40633211,14.75,-17.4,14.77252754,-17.39599836,-1.7305097579956055,-1.7305097579956055,2.0,0.3,-3.461019515991211,-0.30000000000000004,141962.16483858545,0.09267427379510108,0.7838869958309896
914,1007,louga,keur serigne louga,senegal,10,0,1.14953226043792,,15.60644218,-16.23380986,15.6,-16.25,15.6680352,-16.23192106,-1.471130132675171,-1.492250233888626,1.5,0.4,-2.2233054637908936,-0.4,26165160.606896564,0.17029640566717166,1.021489689253764
915,126,dakar,castor,senegal,3,2,3.43478345415386,1.0,14.72704,-17.4436,14.75,-17.45,14.72402296,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09401770258871438,0.0
916,674,mbour,tefess,senegal,9,0,0.647174755654521,,14.4094197,-16.97209534,14.4,-16.95,14.47252629,-16.98407509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15968229639651813,0.0
917,191,dakar,ouagou niaye 2,senegal,3,2,1.38250066749562,0.0,14.70737,-17.449,14.7,-17.45,14.72094534,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
918,134,dakar,castor,senegal,8,1,2.08055726076615,1.0,14.72704,-17.4436,14.75,-17.45,14.72402296,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09401770258871438,0.0
919,49,dakar,mermoz ambassade,senegal,5,0,3.35712731846796,,14.68949,-17.47308,14.7,-17.45,14.66195934,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
920,186,dakar,gibraltar 1,senegal,6,1,1.97183867080589,1.0,14.68384,-17.42093,14.7,-17.4,14.66195934,-17.39599836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
921,815,foundiougne,passy,senegal,4,3,0.239914829760837,0.0,13.98543687,-16.25698786,14.0,-16.25,13.9836423,-16.26717045,-1.6295320987701416,-1.702424168586731,2.0,0.1,-3.259064197540283,-0.09999999999999998,40611737.75569371,0.20190222641386377,0.8700827330791969
922,449,dakar,arafat,senegal,1,0,-0.848976829633489,,14.71105977,-17.4688686,14.7,-17.45,14.72094534,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
923,3030,dakar,castor 1,senegal,4,0,1.9834439949714,,14.72684161,-17.44623836,14.75,-17.45,14.72402296,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09401770258871438,0.0
924,785,mbacke,guede bousso,senegal,10,0,1.94595329224392,,14.89820198,-15.86724177,14.9,-15.85,14.85551526,-15.88108409,-1.3956090211868286,-1.3956090211868286,1.0,0.2,-1.3956090211868286,-0.19999999999999973,51273248.72292103,0.17998058917417376,1.118278952814868
925,1107,kaolack,ndorong,senegal,8,0,0.693511204805887,,14.08694396,-16.35938655,14.1,-16.35,14.0770377,-16.39672928,-1.6805012226104736,-1.77145254611969,2.0,0.1,-3.3610024452209473,-0.09999999999999998,40611737.75569371,0.17877736877872208,-0.09217378962256967
926,1695,ziguinchor,diefaye,senegal,6,0,1.97183867080589,,12.57853941,-16.25514132,12.6,-16.25,12.56804369,-16.24558632,-1.5538276433944702,-1.5828225910663605,1.75,0.3,-2.731204777956009,0.3666666666666667,23226862.34193109,0.15007094255822093,-1.252532766755687
927,3063,dakar,arafat,senegal,10,3,0.671519354109037,0.0,14.71105977,-17.4688686,14.7,-17.45,14.72094534,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
928,1034,louga,montagne,senegal,9,1,2.56499841554815,1.0,15.62330287,-16.21748196,15.6,-16.2,15.6680352,-16.23192106,-1.4591489434242249,-1.4831380248069763,1.5,0.4,-2.2101719975471497,-0.4,26165160.606896564,0.17280874637308202,1.0395313040043792
929,639,rufisque,niagha ouolof,senegal,20,1,-0.589707818270279,1.0,14.80539524,-17.23892342,14.8,-17.25,14.81724179,-17.22764196,-1.7393890619277954,-1.7393890619277954,2.0,0.3,-3.478778123855591,-0.30000000000000004,154869.64796579359,0.1776861332432898,0.7546267487414203
930,93,pikine,cite la rochette,senegal,9,1,2.51840473413661,0.0,14.75619,-17.36858,14.75,-17.35,14.76581033,-17.34454455,-1.4196049571037292,-1.5174153447151184,1.5,0.2,-2.1748417615890503,-0.19999999999999973,181968.8024083389,0.11261874813624648,-0.5758441144947879
931,1438,matam,badel,senegal,14,3,-1.96378806499152,1.0,15.96479168,-13.59455201,15.95,-13.6,16.0110665,-13.6728487,-1.413062572479248,-1.4491613864898683,1.4,0.5,-1.9988675117492676,-0.5,85012463.82991388,0.14806576576663139,0.3937995843352191
932,1698,ziguinchor,diefaye,senegal,3,1,2.04949480649179,1.0,12.57853941,-16.25514132,12.6,-16.25,12.56804369,-16.24558632,-1.5538276433944702,-1.5828225910663605,1.75,0.3,-2.731204777956009,0.3666666666666667,23226862.34193109,0.15007094255822093,-1.252532766755687
933,889,bambeye,leona sud,senegal,8,3,1.28931330467254,1.0,14.69755622,-16.45053577,14.7,-16.45,14.72094534,-16.45109143,-1.4451796611150105,-1.4870269695917766,1.5,0.4,-2.183404505252838,0.10000000000000031,32088421.975644197,0.18615080486793908,0.8862070221520882
934,3,dakar,grand medine,senegal,15,1,2.39252311244231,1.0,14.74795,-17.44715,14.75,-17.45,14.74391863,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09401770258871438,0.0
935,198,dakar,ouagou niayes 2,senegal,6,1,2.14914279287453,0.0,14.70737,-17.449,14.7,-17.45,14.72094534,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
936,893,bambeye,leona sud,senegal,8,2,1.22718839612382,1.0,14.69755622,-16.45053577,14.7,-16.45,14.72094534,-16.45109143,-1.4451796611150105,-1.4870269695917766,1.5,0.4,-2.183404505252838,0.10000000000000031,32088421.975644197,0.18615080486793908,0.8862070221520882
937,555,pikine,samba niang,senegal,10,1,1.90283309551479,1.0,14.80972717,-15.90288816,14.8,-15.9,14.81724179,-15.88108409,-1.3709971904754639,-1.3709971904754639,1.0,0.2,-1.3709971904754639,-0.19999999999999973,51273248.72292103,0.18265194123499526,1.4760591207788578
938,1706,ziguinchor,diefaye,senegal,5,0,1.0006201628447,,12.57853941,-16.25514132,12.6,-16.25,12.56804369,-16.24558632,-1.5538276433944702,-1.5828225910663605,1.75,0.3,-2.731204777956009,0.3666666666666667,23226862.34193109,0.15007094255822093,-1.252532766755687
939,4028,dakar,castor 1,senegal,4,0,1.22718839612382,,14.72684161,-17.44623836,14.75,-17.45,14.72402296,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09401770258871438,0.0
940,1870,podor,fanaye,senegal,13,4,-1.70274842700609,1.0,16.52599054,-15.22269493,16.55,-15.2,16.47147469,-15.27583107,-1.4163707494735718,-1.4776710271835327,1.3333333333333333,0.3,-1.8759554624557495,-0.30000000000000004,153771383.6199495,0.13955652235616364,0.6243477840838064
941,31,dakar,ngaparou,senegal,8,0,1.86273944898949,,14.46352,-17.05669,14.45,-17.05,14.47252629,-16.98407509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
942,689,tiwaouane,ndiandakhoune,senegal,7,1,0.886289130169959,0.0,14.95366585,-16.81168094,14.95,-16.8,15.03429087,-16.79291761,-1.4618978699048362,-1.5289120078086853,1.6666666666666665,0.4,-2.3933505614598594,1.1000000000000005,32306675.195432186,0.17351629151663742,-0.5204814908291785
943,1909,podor,mery,senegal,4,1,0.182104538606616,1.0,16.42777753,-14.09801568,16.45,-14.1,16.42033799,-14.01712506,-1.497347131371498,-1.5201416462659836,1.5,0.5,-2.2504524141550064,-0.09999999999999998,102753802.7739172,0.13597522943041296,-0.5094928944360394
944,381,mbour,chateau d'eau,senegal,6,3,2.04949480649179,1.0,14.65934807,-17.43678063,14.65,-17.45,14.66195934,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
945,1308,mbacke,darou khoudoss,senegal,8,1,1.38250066749562,1.0,14.8653417,-15.87905597,14.85,-15.9,14.85551526,-15.88108409,-1.390240490436554,-1.390240490436554,1.0,0.2,-1.390240490436554,-0.19999999999999973,51273248.72292103,0.17634686986259673,1.3605905971575065
946,24,dakar,ngaparou,senegal,3,2,1.1649462236596,1.0,14.46352,-17.05669,14.45,-17.05,14.47252629,-16.98407509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
947,786,mbacke,gude bousso,senegal,24,0,0.530690552125674,,,,,,14.72402296,-17.45998489,,,,,,,,,
948,1821,st-louis,pikine,senegal,10,1,1.22718839612382,0.0,16.11042196,-16.49496496,16.1,-16.5,16.0110665,-16.49789432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08599088928769089,0.0
949,1697,ziguinchor,diefaye,senegal,3,0,1.97183867080589,,12.57853941,-16.25514132,12.6,-16.25,12.56804369,-16.24558632,-1.5538276433944702,-1.5828225910663605,1.75,0.3,-2.731204777956009,0.3666666666666667,23226862.34193109,0.15007094255822093,-1.252532766755687
950,710,tiwaouane,khandame,senegal,22,2,-0.0928971803215819,1.0,15.05201106,-16.64404554,15.05,-16.65,15.03429087,-16.73379647,-1.5004191398620605,-1.5118857026100159,1.1666666666666665,0.4,-1.7625634670257568,1.1000000000000005,32429161.970650434,0.17162404968014336,0.14925486229147744
951,1883,podor,dodele,senegal,8,3,0.113600306071822,0.0,16.50354464,-14.42019001,16.5,-14.4,16.47147469,-14.56250057,-1.420293152332306,-1.4206809997558594,1.25,0.5,-1.8065381050109863,-0.09999999999999998,112842125.90767488,0.13668133145939754,0.07178261135265318
952,606,rufisque,diokoul kaw,senegal,7,0,1.03551933084977,,14.71694283,-17.29013219,14.7,-17.3,14.72094534,-17.34454455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
953,1506,matam,diamel,senegal,7,1,-1.4707673751559,1.0,15.83897387,-13.22043021,15.85,-13.2,15.71702669,-13.36263999,-1.4572212934494018,-1.4829920768737792,1.4,0.5,-2.045697331428528,-0.5,88268675.39040217,0.1521762469352469,0.1420883942981827
954,42,dakar,mermoz ambassade,senegal,11,2,2.94685478934163,0.0,14.68949,-17.47308,14.7,-17.45,14.66195934,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
955,1341,kanel,aoure,senegal,11,2,0.866355596644096,1.0,15.14596428,-12.94689277,15.15,-12.95,15.23872587,-13.36263999,-1.4115985234578452,-1.4222437342007956,1.1666666666666665,0.4,-1.6673047542572021,1.1000000000000005,39964485.85738085,0.17064349304190882,0.3381165478884209
956,1290,mbacke,mbacke khewar,senegal,13,0,1.20130301756186,,14.80411689,-15.91020024,14.8,-15.9,14.81724179,-15.88108409,-1.3709971904754639,-1.3709971904754639,1.0,0.2,-1.3709971904754639,-0.19999999999999973,51273248.72292103,0.18265194123499526,1.4760591207788578
957,1036,louga,montagne,senegal,5,1,2.64265455123405,1.0,15.62330287,-16.21748196,15.6,-16.2,15.6680352,-16.23192106,-1.4591489434242249,-1.4831380248069763,1.5,0.4,-2.2101719975471497,-0.4,26165160.606896564,0.17280874637308202,1.0395313040043792
958,885,bambeye,leona sud,senegal,5,0,0.983783945698602,,14.69755622,-16.45053577,14.7,-16.45,14.72094534,-16.45109143,-1.4451796611150105,-1.4870269695917766,1.5,0.4,-2.183404505252838,0.10000000000000031,32088421.975644197,0.18615080486793908,0.8862070221520882
959,899,bambeye,leona sud,senegal,6,1,1.38250066749562,1.0,14.69755622,-16.45053577,14.7,-16.45,14.72094534,-16.45109143,-1.4451796611150105,-1.4870269695917766,1.5,0.4,-2.183404505252838,0.10000000000000031,32088421.975644197,0.18615080486793908,0.8862070221520882
960,259,dakar,hlm gueule tapee,senegal,6,2,2.77173318729429,1.0,14.69586,-17.45096,14.7,-17.45,14.72094534,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
961,53,dakar,mermoz ambassade,senegal,8,0,1.3009510039446,,14.68949,-17.47308,14.7,-17.45,14.66195934,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
962,1343,matam,sinthiou cire mato,senegal,21,9,-0.997691850356921,1.0,16.04509141,-13.72755926,16.05,-13.75,16.0110665,-13.6728487,-1.4807889064153035,-1.607552409172058,2.3333333333333335,0.3,-3.43306827545166,-0.29999999999999993,88992224.96618174,0.14522639792954245,-0.4576762448137275
963,196,dakar,ouagou niayes 2,senegal,7,0,1.84241177799606,,14.70737,-17.449,14.7,-17.45,14.72094534,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
964,537,dakar,hlm 5,senegal,2,0,0.922312610191206,,,,,,14.72402296,-17.45998489,,,,,,,,,
965,1557,matam,mango,senegal,7,1,1.30122620536971,1.0,15.60094582,-13.322622,15.6,-13.3,15.6680352,-13.36263999,-1.4188188016414642,-1.4215432703495026,1.25,0.4,-1.735464483499527,-0.3999999999999999,91726539.81112185,0.1472688548740653,0.07381355852213005
966,1030,louga,montagne,senegal,4,1,1.33072991037169,0.0,15.62330287,-16.21748196,15.6,-16.2,15.6680352,-16.23192106,-1.4591489434242249,-1.4831380248069763,1.5,0.4,-2.2101719975471497,-0.4,26165160.606896564,0.17280874637308202,1.0395313040043792
967,553,pikine,samba niang,senegal,6,0,1.35143821322126,,14.80972717,-15.90288816,14.8,-15.9,14.81724179,-15.88108409,-1.3709971904754639,-1.3709971904754639,1.0,0.2,-1.3709971904754639,-0.19999999999999973,51273248.72292103,0.18265194123499526,1.4760591207788578
968,1917,podor,namaye,senegal,9,0,-0.761117956600201,,16.42777753,-14.09801568,16.45,-14.1,16.42033799,-14.01712506,-1.497347131371498,-1.5201416462659836,1.5,0.5,-2.2504524141550064,-0.09999999999999998,102753802.7739172,0.13597522943041296,-0.5094928944360394
969,611,rufisque,diokoul kaw,senegal,12,2,2.61159209695969,0.0,14.71694283,-17.29013219,14.7,-17.3,14.72094534,-17.34454455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
970,590,dakar,hlm 4,senegal,14,1,1.6612141280623,0.0,14.71207849,-17.44431032,14.7,-17.45,14.72094534,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
971,849,diourbel,medinatoul,senegal,7,0,1.3203757589469,,14.73727345,-16.24237956,14.75,-16.25,14.74391863,-16.24558632,-1.43814484278361,-1.4564633170763652,1.5,0.4,-2.155242065588633,0.10000000000000031,32088421.975644197,0.1837716228873471,0.9820974834469061
972,1259,mbacke,khaira,senegal,9,1,1.07187612475203,0.0,14.823157881171742,-15.90761198,14.8,-15.9,14.81724179,-15.88108409,-1.3709971904754639,-1.3709971904754639,1.0,0.2,-1.3709971904754639,-0.19999999999999973,51273248.72292103,0.18265194123499526,1.4760591207788578
973,1837,st-louis,sor nord,senegal,5,1,1.34367259965267,0.0,16.03200409,-16.47188231,16.05,-16.45,16.0110665,-16.45109143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1125913448397688,0.0
974,4022,pikine,cite rochette,senegal,5,0,1.94595329224392,,14.75717772,-17.36506108,14.75,-17.35,14.76581033,-17.34454455,-1.4196049571037292,-1.5174153447151184,1.5,0.2,-2.1748417615890503,-0.19999999999999973,181968.8024083389,0.11261874813624648,-0.5758441144947879
975,568,pikine,cite icotaf,senegal,6,1,2.07148665718864,1.0,14.7155408,-17.26173081,14.7,-17.25,14.72094534,-17.22764196,-1.7349506616592407,-1.7349506616592407,2.0,0.3,-3.4699013233184814,-0.30000000000000004,154869.64796579359,,0.0
976,45,dakar,mermoz ambassades,senegal,10,1,1.99383052150274,1.0,14.68949,-17.47308,14.7,-17.45,14.66195934,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
977,3027,dakar,dieuppeul 1,senegal,5,3,1.94595329224392,1.0,14.71807,-17.45718,14.7,-17.45,14.72094534,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
978,887,bambeye,leona sud,senegal,9,0,1.07187612475203,,14.69755622,-16.45053577,14.7,-16.45,14.72094534,-16.45109143,-1.4451796611150105,-1.4870269695917766,1.5,0.4,-2.183404505252838,0.10000000000000031,32088421.975644197,0.18615080486793908,0.8862070221520882
979,4047,dakar,zone b batiment,senegal,2,2,2.71867888232308,0.0,14.69727437,-17.45416872,14.7,-17.45,14.72094534,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
980,557,pikine,samba niang,senegal,9,0,1.92524498939435,,14.80972717,-15.90288816,14.8,-15.9,14.81724179,-15.88108409,-1.3709971904754639,-1.3709971904754639,1.0,0.2,-1.3709971904754639,-0.19999999999999973,51273248.72292103,0.18265194123499526,1.4760591207788578
981,764,diourbel,medinatoul,senegal,6,0,1.5287423352899,,14.73727345,-16.24237956,14.75,-16.25,14.74391863,-16.24558632,-1.43814484278361,-1.4564633170763652,1.5,0.4,-2.155242065588633,0.10000000000000031,32088421.975644197,0.1837716228873471,0.9820974834469061
982,862,diourbel,medinatoul,senegal,5,1,0.737773580621401,1.0,14.73727345,-16.24237956,14.75,-16.25,14.74391863,-16.24558632,-1.43814484278361,-1.4564633170763652,1.5,0.4,-2.155242065588633,0.10000000000000031,32088421.975644197,0.1837716228873471,0.9820974834469061
983,463,guediawaye,hlm las palmas,senegal,5,1,3.17982319639932,1.0,14.77009217,-17.40633211,14.75,-17.4,14.77252754,-17.39599836,-1.7305097579956055,-1.7305097579956055,2.0,0.3,-3.461019515991211,-0.30000000000000004,141962.16483858545,0.09267427379510108,0.7838869958309896
